Srno,TranslatedRecipeName,Cuisine,Course,Diet,Average_Resell_Price
290,Papaya and Carrot Halwa Recipe,North Indian Recipes,Dessert,Vegetarian,50
291,Phalguni Dal (Recipe),Bengali Recipes,Lunch,High Protein Vegetarian,77
292,Soft Millet Taco Recipe Topped With Hummus & Veggies,Middle Eastern,World Breakfast,Diabetic Friendly,46
293,Sprouted Moong And Onion Fritters Recipe,Indian,Snack,Vegetarian,30
294,Lemon And Ginger Spicy Black Eyed Beans Recipe,Mexican,Side Dish,High Protein Vegetarian,22
295,Gawar Phali Masala Sabzi Recipe - Cluster Beans Gravy Sabzi,North Indian Recipes,Lunch,Vegetarian,70
296,Corn only quiche recipe,Indian,Snack,Vegetarian,30
297,Lacha Onion Recipe - Masala Pickled Onions,North Indian Recipes,Side Dish,Vegetarian,20
298,Masala Cornflakes Chicken Recipe,Indian,Appetizer,High Protein Non Vegetarian,67
299,Tofu Bhurji Recipe - Spicy Scrambled Tofu,North Indian Recipes,North Indian Breakfast,Vegan,40
300,Savoury Bread Pudding Recipe,Continental,Main Course,Eggetarian,115
301,Stuffed Radish Paneer Paratha Recipe,North Indian Recipes,North Indian Breakfast,Vegetarian,35
302,Orange Peppermint Green Tea Punch Recipe,Continental,Appetizer,Vegetarian,50
303,Zucchini Tater Tots Recipe - A Delicious Party Appetizer,Continental,Appetizer,Vegetarian,50
304,Moringa Masoor Dal Recipe - Drumstick Leaves Dal,North Indian Recipes,Lunch,High Protein Vegetarian,77
305,Gujarati Methi Na Dhebra Recipe,Gujarati Recipes?,Snack,Diabetic Friendly,34
306,Pear And Walnut Salad Recipe,Continental,Appetizer,Vegetarian,50
307,Rajasthani Gatte Ki Sabzi Recipe With Onion & Garlic,Rajasthani,Lunch,Vegetarian,70
308,Bengali Aloo Potol er Dalna Recipe - A Traditional Vegetable Side Dish,Bengali Recipes,Dinner,Vegetarian,150
309,Egg Sholay Kebab Recipe,South Indian Recipes,Appetizer,Eggetarian,57
310,One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,Lunch,Vegetarian,70
311,Egg and Bread Fried Rice Recipe,Fusion,Dinner,Eggetarian,172
312,Veg Mughlai Paratha Recipe,Mughlai,Lunch,Vegetarian,70
313,Crispy Vegetable Tempura Recipe,Japanese,Appetizer,Vegetarian,50
314,Andhra Style Stuffed Boils Recipe (Crispy Tapioke Snack),Andhra,Snack,Vegetarian,30
315,Andhra Style Palakura Vepudu Recipe - Spinach Stir Fry Recipe,Andhra,Lunch,Vegetarian,70
316,Papaya Orange Pomegranate Salad Recipe With Roasted Peanuts,Continental,Appetizer,Vegetarian,50
317,Paka Kela Ki Sabzi Recipe | Paka Kela nu Shaak | Gujarati Jain Recipe,Gujarati Recipes?,Dinner,Vegetarian,150
318,Chocolate Tart Recipe,Continental,Dessert,Eggetarian,57
319,Navrang dal recipe - Navrang Dal (Recipe),North Indian Recipes,Lunch,High Protein Vegetarian,77
320,Green Moong Dal Sundal Recipe - Green Moong Dal Sundal Recipe,South Indian Recipes,Side Dish,Vegetarian,20
321,Chow Chow Sambar Recipe - Chow-Chow Sambar,South Indian Recipes,Lunch,High Protein Vegetarian,77
322,Tamil Nadu Style White Paniyaram Recipe - Semi Sweet Rice & Dal Printers,Chettinad,Snack,Vegetarian,30
323,Kurkuri Bhindi With Spicy Tomato Yogurt Gravy Recipe,North Indian Recipes,Lunch,Vegetarian,70
324,Thulli Recipe (Broken Wheat Halwa),Indian,Dessert,Vegetarian,50
325,Gulkand Chai Recipe - A Delicious Rose Flavored Indian Tea,North Indian Recipes,North Indian Breakfast,Vegetarian,35
326,Spinach And Tortellini Soup Recipe,Italian Recipes,Side Dish,Vegetarian,20
327,Chak-Hao Amubi Recipe (Black Rice Pudding),North East India Recipes,Dessert,Vegetarian,50
328,Four Cheese and Spinach Stuffed Mushrooms Recipe,Continental,Appetizer,Vegetarian,50
329,Roasted Vegetable Pasta Primavera Recipe,Continental,Appetizer,Vegetarian,50
330,Kashmiri Style Chicken Pulao Recipe,Kashmiri,One Pot Dish,Non Vegeterian,68
332,Stuffed Tomato With Stir-Fried Quinoa And Feta Recipe,Middle Eastern,Appetizer,Vegetarian,50
334,Keeme Ja Bhalla Recipe - Sindhi Mutton Keema Balls In Gravy,Sindhi,Main Course,Non Vegeterian,125
335,Kabuli Chana Sundal Recipe - Chickpea Sundal Recipe,South Indian Recipes,Snack,High Protein Vegetarian,33
336,Spinach And Corn Sandwich Recipe Flavored With Sandwich Spread,Continental,World Breakfast,Vegetarian,40
337,Spaghetti Pasta Recipe In Roasted Pumpkin Sauce,Italian Recipes,Dinner,Vegetarian,150
338,Cold Potato Salad With Cilantro Dressing Recipe,Continental,Side Dish,Vegetarian,20
339,Pista Burfi Recipe - Indian Spiced Pistachio Fudge,Indian,Dessert,Vegetarian,50
341,No Onion No Garlic Lobia Masala Recipe In Electric Pressure Cooker,Gujarati Recipes?,Dinner,No Onion No Garlic (Sattvic),150
342,Instant Puliodarai Powder Recipe (Puliogare / Pulihora Powder),South Indian Recipes,Dinner,No Onion No Garlic (Sattvic),150
343,Vendakka Stew Recipe (Kerala Style Okra Stew),Kerala Recipes,Dinner,Vegetarian,150
344,Party Sev Puri Recipe Filled With Potato & Pomegranate Mint Mayo,North Indian Recipes,Snack,Vegetarian,30
345,Rava Chakli Recipe - Karnataka Style With Rava & Rice Flour,Karnataka,Snack,Vegetarian,30
346,Roasted Chickpeas Recipe,North Indian Recipes,Snack,High Protein Vegetarian,33
347,Carrot Chutney Recipe,Indian,Side Dish,Vegetarian,20
348,Peeled Moong Dal Curry Recipe,North Indian Recipes,Dinner,High Protein Vegetarian,165
349,For Chikki Recipe - Healthy Sesame Bars,Indian,Snack,Vegetarian,30
350,Chocolate Glazed Coconut Macaroons Recipe,Continental,Snack,Vegetarian,30
351,Sookhi Moong Palak Dal Recipe (Whole Green Moong Gram with Spinach),North Indian Recipes,Side Dish,High Protein Vegetarian,22
352,Coconut Chocolate Balls Recipe,Continental,Dessert,Vegetarian,50
353,Kerala Style Pacha Mango Avial Recipe,Kerala Recipes,Side Dish,Vegetarian,20
354,Stuffed Palak Paneer Paratha,Indian,Indian Breakfast,High Protein Vegetarian,27
356,Meen Vevichathu Recipe - Kottayam Style Fish Curry,Kerala Recipes,Lunch,High Protein Non Vegetarian,94
357,Masoor Dal Gassi Recipe - Masoor Dal Gassi Recipe,Mangalorean,Dinner,High Protein Vegetarian,165
358,Potato Stuffed Dal Dhokli Recipe,North Indian Recipes,Lunch,Vegetarian,70
359,Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,Appetizer,High Protein Non Vegetarian,67
360,Tofu and Chickpea Patty Recipe (Cutlets),Indian,Snack,Vegetarian,30
361,Paneer In Coconut Gravy Recipe,North Indian Recipes,Dinner,Vegetarian,150
362,Keerai Masiyal Recipe,South Indian Recipes,Side Dish,High Protein Vegetarian,22
364,Thai Som Tum Recipe (Thai Green Papaya Salad),Thai,Appetizer,Vegetarian,50
365,Desiccated Coconut Coriander Chutney Recipe,South Indian Recipes,Side Dish,Vegetarian,20
366,Quick Masala French Toast Recipe,Continental,World Breakfast,Eggetarian,46
367,Kerala Style Tapioca with Coconut Curd Chutney Recipe,Kerala Recipes,South Indian Breakfast,Vegetarian,40
368,Matcha Cookies Recipe,Fusion,Snack,Vegetarian,30
370,"Corn Salad With Radishes, Jalapeño And Lime In Mint Mayo Recipe",North Indian Recipes,Snack,Vegetarian,30
372,Goan Poee Recipe,Goan Recipes,Lunch,Vegetarian,70
373,Chunky Cucumber Salsa Recipe,Mexican,Dinner,Vegetarian,150
374,Grilled Eggplant With Tahini and Yogurt Dip Recipe,Continental,Appetizer,Vegetarian,50
375,Potato Paneer Curry Without Onion And Garlic Recipe (Vrat Wale Aloo Paneer),North Indian Recipes,Lunch,Vegetarian,70
376,Fansi Muthia Nu Shaak Recipe - Green Beans With Gram Flour Dumplings,Gujarati Recipes?,Main Course,Vegetarian,100
377,Kerala Style Appam Recipe - Kerala Style Appam Recipe,Kerala Recipes,Main Course,Vegetarian,100
378,Kashmiri Style Shab Deg Recipe-Mutton Kofta and Turnip Curry,Kashmiri,Lunch,Non Vegeterian,87
379,Tofu Banh Mi Recipe - Vietnamese Grilled Tofu Sandwich,Vietnamese,Dinner,Vegetarian,150
380,Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,Lunch,Vegetarian,70
381,Macher Chop Recipe (Bengali Style Fish Croquettes),Bengali Recipes,Snack,Non Vegeterian,37
382,Mixed Sprouts Sabzi Recipe,Indian,Lunch,High Protein Vegetarian,77
383,Baked Muesli Tart with Strawberry Yogurt and Chia Seeds Recipe,Continental,Dessert,Vegetarian,50
384,Banoffee Pie Recipe,British,Dessert,Vegetarian,50
385,Himachal Style Khatta Jimikand Recipe - Spicy Tangy Yam,Himachal,Side Dish,Vegetarian,20
386,Tulsi and Betel Leaves Rasam Recipe - Tulsi and Betel Leaves Rasam Recipe,South Indian Recipes,Lunch,Vegetarian,70
387,Prawn Ghee Roast Recipe,Mangalorean,Side Dish,Non Vegeterian,25
388,Rosemary Roasted Potatoes And Pepper Salad Recipe,Italian Recipes,Appetizer,Vegetarian,50
389,Baked Roasted Vegetable Lasagna Recipe With Low Fat Cheese & Oat Sauce,Italian Recipes,Appetizer,Vegetarian,50
390,Dharwad Peda Recipe,North Karnataka,Dessert,Vegetarian,50
391,Chickpea Coconut Milk Curry Recipe,North Indian Recipes,Lunch,High Protein Vegetarian,77
392,Vegan Kofta Curry Recipe,North Indian Recipes,Dinner,Vegan,172
393,Chana Dal Chutney Recipe,South Indian Recipes,Side Dish,Vegetarian,20
394,Coriander Prawn Cakes Recipe,Continental,Appetizer,Non Vegeterian,62
395,Delicious Skillet Plum Cake Recipe,Continental,Snack,Eggetarian,34
396,Sweet Potato Dal Recipe,North Indian Recipes,Lunch,Vegetarian,70
397,Beetroot Millet Paniyaram Recipe,Chettinad,Snack,Vegetarian,30
398,Nutty Oats Almond Truffle Recipe - A Healthy Snack,Continental,Snack,High Protein Vegetarian,33
399,Chicken and Mushroom Pot Pie Recipe,Continental,Lunch,Non Vegeterian,87
400,Lentil Sauce Recipe - Stewed Coconut Milk Sauce,Kerala Recipes,Dessert,Vegetarian,50
401,Tandoori Aloo Gobi Kathi Roll Recipe - Spicy Aloo Gobi Frankie,Indian,Snack,Vegetarian,30
402,Roasted Potatoes & Zucchini Bake Recipe In A Creamy Parsley Sauce,Continental,Main Course,Vegetarian,100
403,Spiced Whole Wheat Carrot Cake Recipe,Continental,Snack,Vegetarian,30
404,Grilled Tangy Lime Salmon Steak Recipe,Continental,Dinner,High Protein Non Vegetarian,202
405,Bihari Shakarkand Bhujia Recipe - Spicy Sweet Potato Sabzi,North Indian Recipes,Lunch,Vegetarian,70
406,Egg White Spinach Omelette Recipe With Garlic & Oregano,Continental,World Breakfast,Eggetarian,46
407,No Onion No Garlic Spiced Apple Tomato Curry Recipe,Kashmiri,Dinner,No Onion No Garlic (Sattvic),150
408,Homemade Spicy Ramen with Tofu Recipe,Asian,Lunch,Vegetarian,70
409,Ambul Polos Curry - Sri Lankan Jack Fruit Curry Recipe With Pol Sambol,Asian,Lunch,Vegetarian,70
410,Stuffed Gilka Recipe (Maharashtrian Style Stuffed Silk Squash),Maharashtrian Recipes,Lunch,Vegetarian,70
411,Drumstick Spinach Juice Recipe,South Indian Recipes,Lunch,Vegetarian,70
412,Palak Paneer Recipe - Palak Paneer Recipe,Punjabi,Dinner,High Protein Vegetarian,165
413,Broken Wheat Upma Or Dalia Khichdi Recipe for Babies & Toddlers,Indian,Indian Breakfast,Vegetarian,25
414,Name Cucumber Salad Recipe - Quickcomber sausage,South Indian Recipes,Snack,High Protein Vegetarian,33
415,Crispy Vegetable Recipe - Crispy Bhujia,North Indian Recipes,Lunch,Diabetic Friendly,80
416,Dried Neem Flower Flavored Rice (Recipe in Hindi),South Indian Recipes,Lunch,Vegetarian,70
418,Cauliflower Croquettes Recipe,Continental,Appetizer,Vegetarian,50
419,Broccoli And Aloo Poriyal Recipe - South Indian Broccoli And Potato Stir Fry,South Indian Recipes,Lunch,Vegetarian,70
420,Hot and Spicy Chicken Curry Noodles Recipe,Chinese,Lunch,Non Vegeterian,87
421,Nendra Pazham Pulissery Recipe - Ayurvedic Recipe,Kerala Recipes,Lunch,Vegetarian,70
422,Spinach Coriander Dosa Recipe - Spinach and Coriander Dosa Recipe,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,44
424,Rosemary And Thyme Chicken Recipe,Continental,Dinner,High Protein Non Vegetarian,202
425,Akoori with Green Peas Recipe (Parsi Style Scrambled Eggs with Green Peas),Parsi Recipes,Indian Breakfast,Eggetarian,28
426,Mishti Doi Recipe - Traditional Bengali Sweet Yogurt,Bengali Recipes,Dessert,Vegetarian,50
427,Whole Wheat Flour Murukku Recipe,South Indian Recipes,Snack,Vegetarian,30
429,Indian Beaten Coffee Recipe | Dalgona Coffee,North Indian Recipes,Indian Breakfast,Vegetarian,25
430,Coriander and Coconut Chutney Recipe - Green Coriander And Coconut Chutney (Recipe (In Hindi),Indian,Side Dish,Vegetarian,20
431,Lauki Badi Ki Sabzi (Recipe In Hindi),Rajasthani,Main Course,Vegetarian,100
432,Guilt Free Coconut Barfi Recipe,North Indian Recipes,Dessert,Vegetarian,50
434,Kerala Chicken Curry Recipe With Freshly Ground Spices,Kerala Recipes,Lunch,Non Vegeterian,87
435, Fulkopir Paturi Recipe,Bengali Recipes,Lunch,Vegetarian,70
436,Apple Tart with Puff Pastry Recipe (Open Pie),Continental,Dessert,Vegetarian,50
437,Broccoli Soup Recipe - For Babies/Toddlers above 7 months,Continental,Lunch,High Protein Vegetarian,77
438,Karnataka Special Huli Tovve Recipe,Kerala Recipes,Lunch,Vegetarian,70
439,Garlic Tikki Recipe,North Indian Recipes,Appetizer,Vegetarian,50
440,Baked Fish Crisps Recipe (Fish Fry In Oven),Indian,Appetizer,High Protein Non Vegetarian,67
441,Left Over Vadai Upma Recipe,South Indian Recipes,South Indian Breakfast,Vegetarian,40
442,Hyderabadi Chand Biscuits Recipe,Hyderabadi,Lunch,Vegetarian,70
443,Mullu Murukku Recipe - Mullu Murukku Recipe,Tamil Nadu,Snack,Vegetarian,30
444,Prawns Fried Rice Recipe,Indian,Lunch,High Protein Non Vegetarian,94
445,Homemade Vada Pav Recipe With Spinach Corn Tikki,Maharashtrian Recipes,Snack,Vegetarian,30
446,Carrot Pulao Recipe - Carrot Rice (Recipe),Indian,Dinner,Vegetarian,150
447,Gur Paare Recipe (A traditional Punjabi Wedding Sweet),Punjabi,Snack,Vegetarian,30
448,Spinach & Garlic Potato Patties Recipe,Continental,Appetizer,Vegetarian,50
450,Pumpkin Peas Palya Recipe,South Indian Recipes,Lunch,Vegetarian,70
451,Thandai Srikhand Tart Recipe,North Indian Recipes,Dessert,Vegetarian,50
452,Masala Dosa Recipe With Red Chutney - Masala Dosa With Red Chutney Recipe,South Indian Recipes,South Indian Breakfast,Vegetarian,40
453,Palak (Spinach) Puri Recipe,Indian,Indian Breakfast,Vegetarian,25
454,Peas and Peel Vegetables (Peas & Peel Stir Fry Recipe),Indian,Side Dish,Vegetarian,20
455,How To Boil Eggs At Home - Boiled Eggs Recipe,Continental,Eggetarian,Vegetarian,40
456,Boiled Egg With Salt And Pepper Recipe - Finger Food For Babies Above 9 Months,Indian,Snack,High Protein Non Vegetarian,40
457,Spinach Thalipeeth Recipe,Maharashtrian Recipes,North Indian Breakfast,Vegetarian,35
458,Paneer Satay Recipe,North Indian Recipes,Appetizer,High Protein Vegetarian,55
459,Pumpkin Almond Recipe - Ach Gert Surri With Dal,Tamil Nadu,Lunch,Vegetarian,70
460,Taiwanese Pineapple Cake Recipe - Shortcrust Pastry Cake,Asian,Dessert,Non Vegeterian,62
461,Grilled lentil recipe,Maharashtrian Recipes,Lunch,High Protein Vegetarian,77
462,Chettinad Vengaya Kosu Recipe (Spicy Curry from Chettinad Cuisine),Chettinad,Lunch,Vegetarian,70
463,Greek Style Spinach Spanakopita Recipe,Greek,Appetizer,Vegetarian,50
464,Lauki Burfi With Paneer Recipe - Bottle Gourd Fudge With Cottage Cheese,Indian,Dessert,Vegetarian,50
465,Menthi Aaku Badeela Koora Recipe - Besan Muthia Cooked With Methi Leaves,Andhra,Side Dish,Diabetic Friendly,23
467,Microwaved Egg-Omelette-In-A-Mug Recipe,Continental,World Breakfast,Eggetarian,46
468,Sesame Kameer Good Ride (Orange Khair),Assamese,Dessert,Vegetarian,50
469,Green Pea Pakoras Recipe - Green Pea Freighters,Indian,Snack,Vegetarian,30
470,Sooji Halwa Breakfast Bowl Recipe,Indian,Indian Breakfast,Vegetarian,25
471,Banana Digestive Pudding Recipe With Pistachios,Continental,World Breakfast,Vegetarian,40
472,Chawli Ki Phali & Aloo Sabzi Recipe,North Indian Recipes,Side Dish,Vegetarian,20
473,Karnataka Style Gasagase Payasa Recipe- Poppy seed Payasam,Karnataka,Dessert,Vegetarian,50
474,Meethe Chawal Recipe - Zarda Pulao,Awadhi,Main Course,Vegetarian,100
475,Navratan Korma Recipe,North Indian Recipes,Lunch,Vegetarian,70
476,Rice Recipe - Steamed Rice Recipe,Indian,Main Course,Vegetarian,100
477,Malpua Recipe with Rabri (A Spiced Indian Pancake with Milk Pudding),Indian,Dessert,Vegetarian,50
478,Mexican Style Omelette With Avocado Dressing Recipe,Mexican,World Breakfast,Eggetarian,46
479,Bavarian Mushroom Sauce Recipe,Mexican,World Breakfast,Eggetarian,46
480,Paneer Mushroom Stuffed Spinach Wrap Flavoured With Prunes,Continental,Lunch,Vegetarian,70
481,Karpooravalli Chutney Recipe (Tamil Nadu Chutney With Big Thyme),Tamil Nadu,Side Dish,Vegetarian,20
482,Star Trek Curry Recipe (Parsi Steel Vegetable Curry),Parsi Recipes,Lunch,Vegetarian,70
483,Chicken With Mushroom Sauce Recipe,Continental,Lunch,Non Vegeterian,87
484,Goan Chicken Vindaloo Recipe,Goan Recipes,Dinner,Non Vegeterian,187
485,Indo Chinese Hot and Sour Spinach Soup Recipe,Fusion,Side Dish,Vegetarian,20
487,Kashmiri Kokur T Nadir Recipe-Chicken and Lotus Stem Curry,Kashmiri,Lunch,High Protein Non Vegetarian,94
488,Spicy Chickpea Tacos Recipe With Indian Twist,Mexican,Appetizer,Gluten Free,60
490,Nepalese Style Dhal Bhat Recipe,Nepalese,Lunch,High Protein Vegetarian,77
491,Ginger Sesame Chicken With Bok Choy And Mushrooms Recipe,Chinese,Lunch,Vegetarian,70
492,Murungakkai Mor Kuzhambu Recipe-Drumstick Buttermilk Curry,Tamil Nadu,Lunch,Vegetarian,70
493,Parsi Style Lagan Sara Istew Recipe - Rich Sweet Assorted Vegetable Curry,Parsi Recipes,Dinner,Vegetarian,150
494,Arunachal Pradesh Zan Recipe - Finger Millet Porridge with Vegetables Recipe,North East India Recipes,North Indian Breakfast,Gluten Free,42
495,Green Chana Chutney (Green Chickpea Chutney) Recipe,Rajasthani,Side Dish,Vegetarian,20
496,Mixed Beans Vegetable Pulao Recipe,Indian,Dinner,Vegetarian,150
497,Pacha Manga Pachadi Recipe - Raw Mango Pachadi,Tamil Nadu,Side Dish,Vegetarian,20
499,Odiya Style Chana Dal With Potato & Pumpkin Curry Recipe,Oriya Recipes,Dinner,Vegetarian,150
500,Black Pepper Singhada Vegetable Recipe,North Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),20
502,Puli Upma Recipe - Tamarind & Reese Rao Upma,South Indian Recipes,Snack,Gluten Free,36
503,Whole Wheat Eggless Cinnamon & Raisin Swirl Bread Recipe,Continental,Snack,Vegetarian,30
504,Egg Pulao Recipe,Indian,Lunch,Eggetarian,80
506,Methi Muthiya (Wheat Flour And Fenugreek Dumplings) Recipe,Indian,Snack,Vegetarian,30
508,High Protein Spinach Basil & Cheese Omelette Recipe,French,World Breakfast,Vegetarian,40
509,Mixed Vegetable Sagu Recipe - Karnataka Style Vegetable Kurma Recipe,Karnataka,South Indian Breakfast,Vegetarian,40
510,Mexican Lime Chicken Recipe,Mexican,Appetizer,Non Vegeterian,62
511,Andhra Style Cucumbers / Caramel Undalu Recipe (Rice Flour Chochonuth Fritters),Andhra,Dessert,Vegetarian,50
512,Makhane vegetable recipe,North Indian Recipes,Lunch,Vegetarian,70
513,Szechuan Vegetarian Fried Rice,Sichuan,Lunch,Vegetarian,70
515,Achari Gobi Shimla Mirch Ki Sabzi Recipe - Capsicum And Cauliflower Sabzi,North Indian Recipes,Lunch,Vegetarian,70
516,Carrot and Oats  Whole Wheat Bread Recipe,Continental,World Breakfast,Eggetarian,46
517,Chole Biryani Recipe - Spicy Chana Biryani  Recipe,North Indian Recipes,Main Course,Vegetarian,100
518,Herbed Butter Garlic Quinoa Recipe,Continental,Main Course,Vegetarian,100
519,Rajgira Paneer Paratha Recipe (Navratri Fasting/Vrat Recipe),North Indian Recipes,Lunch,Diabetic Friendly,80
520,Grilled Paneer Pineapple Sandwich Recipe,Continental,Snack,Vegetarian,30
521,Oats and Vegetable Kebab Recipe - Oats and Vegetable Kebab Recipe,North Indian Recipes,Snack,Vegetarian,30
522,Strawberry Chocolate Loaf Cake Recipe,Continental,Dessert,Eggetarian,57
523,Cheddar Beer Bread Recipe - Cheesy Bread Recipe,Continental,Appetizer,Vegetarian,50
524,Healthy Fruit & Nut Watermelon Dessert Recipe With Greek Yogurt,Continental,Dessert,Vegetarian,50
525,Tandoori Potatoes Recipe,North Indian Recipes,Appetizer,Vegetarian,50
526,Mango Kalakand Recipe,North Indian Recipes,Dessert,Vegetarian,50
527,Sesame Noodles Recipe With Napa Cabbage,Asian,Dinner,Vegetarian,150
528,Bengali Potol Bhaj Recipe-Bengali Steel Parwal Sabzi,Bengali Recipes,Side Dish,Vegetarian,20
529,Kerala Style Arabic Vegetable Recipe - Kerala Style Arbi Curry,Kerala Recipes,Lunch,Vegetarian,70
531,Duration Special Nihari Recipe,Awadhi,Dinner,Non Vegeterian,187
532,Cabbage Onion Vada Recipe,South Indian Recipes,Snack,Vegetarian,30
533,Cantonese Chicken With Mushrooms Recipe,Cantonese,Dinner,Non Vegeterian,187
535,Goan Style Banana Halwa Recipe (Kelyacho Halwo),Goan Recipes,Dessert,Vegetarian,50
537,Chocolate Coffee Sticky Cake Recipe,Continental,Dessert,Eggetarian,57
538,Chole Capsicum Masala Recipe - Chole Capsicum Masala Recipe,North Indian Recipes,Dinner,Vegetarian,150
539,Carrot Tadka Raita Recipe- Crunchy Grated Carrot In Yogurt,Indian,Side Dish,Vegetarian,20
540,Besan Arbi Roast Recipe - Spicy Colocasia Stir Fry,Indian,World Breakfast,Gluten Free,48
